Customer,Title,Comment,Rating,Date
"Amazon_Shop_3920777","Nice hardware design but user experience is terrible","Bought this for it's portability and ease of use through WiFi and streaming applications. Was easy to set-up and the quality is good. However, the negative outweighs the positive for me. When streaming, it goes to sleep every 30 min or so. I have to remember to move the mouse which ruins the experience. If there's a setting to change this, I can't find it in all the menus I've sorted through. Searched online for a solution and nothing was helpful. Just opening a show on Netflix is a nightmare. Even using the Nebula Connect app is painful for scrolling. Usually need to close out the Netflix app completely and open it again. Would not recommend this.UPDATE: Anker customer support is really superb. They followed up to ensure my software and firmware were up to date to resolve my issue. The sleeping issue no longer happens, but I’m still experiencing some minor glitches. I’ve revised my rating to a 4.",4,2019-05-01 00:00:00.000
"Texi","Amazing concept that could use a little tweaking","Our family decided to put on an outdoor movie in the backyard, so I started looking at buying a projector. I quickly realized we were going to need a lot of cords/connections to make it work. And then I ran across this handy product.Pros:- No extension cords needed, no connecting to a receiver/laptop for media content, and speakers already built in... AMAZING!! Plus, controlling it all from my own phone (or the provided remote if I want).- Has apps for streaming content, which basically makes it a portable smart TV- The speakers are great for most use, but for an outdoor movie with lots of people, we decided to connect it via bluetooth to our Sonos Move speaker. Brilliant built-in option, and again, no cords needed.- Setup was extremely easy.- Auto keystone correction feature is really handy. It senses the angle of tilt and adjusts the picture to match, so you don't end up with a weird trapezoid shape.- Has screw in feature at the bottom for a standard tripod.Cons:- Noticeably dim. This was the biggest disappointment for me. Even when it was completely dark outside and we were using a proper movie screen, I felt like the movie picture was just a little dark. There is an option in the settings to adjust to ""max brightness"", but it can only support 1.5 hrs of playtime, which makes it impractical for most movies.- No way to adjust tilt angle of the projection without physically moving the whole thing (or using a tripod). Not that this is usually an issue, but we tried once to project it on a slanted ceiling, and there was just no way to prop it up to the right angle to aim it at the ceiling without kind of leaning it against a pillow.- Downloading Google Play services is a pain. As others have said, you have to contact customer service and jump through some extra hoops to access this content. I wanted to watch Youtube TV app on it and it would not work until I ran the extra update they required.- Sometimes the provided remote does not work. Still can't figure out why.Overall we like it and hope to see some improvements in the next edition. If nothing else, it really impressed our friends. :)",4,2020-03-24 00:00:00.000
"GetOutside2121","Great little projector","I bought this projector to use when camping and also for the occasional time when we want to watch TV in our bedroom (which does not have a TV). I have watched about 20 hours of content on this device so far, so feel like I am in a position to give it a fair review.Picture quality: Is excellent, as long as you are using it in the dark.Sound: Shockingly good for a device this small. As good as bluetooth speakers I have that cost 2x as much.Software: The one drawback, I've found, is the native software installed on this puppy. It is buggy and it certain streaming services are not available. We use it with a Roku attached to the HDMI port, and I'd say be prepared to connect an external device if you buy. I have had some luck mirroring my iphone but this is not a perfect solution as all content cannot be mirrored.In all, this is an excellent device for the price. It is not a replacement for a TV and could have better native software, but I'd still recommend it if you have an occasion for a pocket-sized projector.",4,2019-10-25 00:00:00.000
"TheChinaman","Works well, but has flaws","I really like this portable projector.PROS:It can display a large ""screen"".The sound is adequate for viewing.It's tiny.It has good battery life.HDMI input works with my Chromecast.CONS:Focus adjustment does not make easy fine adjustments.Does not use Google Play. App updates are iffy.Remote is IR not Bluetooth.  You have to point it at the sensor on the back.Not all apps support the inherent controls.Needs to be dark to see. I hear the newer version is brighter.",4,2019-01-24 00:00:00.000
"jairo steve carrero","It's so small and it does so much!","It's loud, the fans, if you are in a small room and have it replacing your tv. It sparks conversation among friends as it it super small and can expand so much and still look super clear. It could be brighter but hey it already does a LOT for its size. Sometimes on videos that are too saturated it will lag, like the ones from Kurzgesagt.... for some reason his videos always freeze and I'm not kidding. I never got it to connect to the air play or smart view, I had to get me an external hdmi smart view adaptor to make it work as such. You won't be able to turn a party with the speaker as it lacks base and loudness; however it works good on a small room to watch a movie. Overall if you want to get one for on the go and to surprise family and friends at parties this is your gadget. If you want something professional or robust they offer more options.",4,2021-01-07 00:00:00.000
"J. Lee","Decent product","Update: this company really cares about their products and their service. From all my amazon experiences this company has one of the best customer service to address the problem you are facing at hand; hence I added one more star.For whopping 300 dollars not convinced whether this was all worth it. First the best feature: SPEAKERS. Honestly I don’t feel the need to attach any external speakers. Second best: Battery life. It’s pretty awesome you can watch a whole movie or two without having to worry about recharging. Everything else is nothing impressive; the light is pretty low, can’t see much as long as the sun is still hangs low in the sky, resolution is low that you can see the individual pixels at just about 30+ inches screen size(I cannot imagine the low quality it being projected for 50in). Design is cute and it is very portable. My return window closed while debating and I guess I am ok keeping it but not thrilled, hence 3 stars.",4,2020-07-16 00:00:00.000
"J. R. Knutson","Anker Customer Support is THE BEST","My first Capsule died unexpectedly and for no apparent reason. The return and replacement was simple, straight forward, and quick. I encountered and odd problem with the Capsule that ""was NOT the fault of the Capsule."" There is a software app (Nebula Connect) that is necessary to use certain Capsule features (like: YouTube, Netflix, Amazon Prime Video) and the app worked perfectly with my wife's Pixel 4A but would not work on my Pixel 4. Anker Customer Support spent several days debugging the issue and stuck with me until the problem was solved. Anker Customer Support provided some of the best customer support I have ever received.",4,2020-11-22 00:00:00.000
"M Schmick","Love this little thing! Unbelievable value for what you get.","Set the bar the right height and you will love this thing. It's only 480p, yes.I will remind you that a few years ago that was high end DVD progressive scan quality! Inside of a projector the size of a coke can that also works off of a battery as well?! AND it will stream via Wifi and connect to Plex, Netflix, Hulu etc? Are you kidding me?Incredible value. Being in the Audio Visual industry I was skeptical and expected this thing to be going back after I played with it for a few hours. Pleasantly surprised. Keeping this little guy. Have used in bedroom and in the back yard and been happy. good stuff.",4,2020-06-18 00:00:00.000
"NeitLife Adventures","Excellent little piece of hardware with serious software flaws","We’ve been talking ourselves out of returning this in favor of a cheaper option but the convenience is just so worth it. It’s tiny, it comes with decent sound (think mid-range Bluetooth speaker), and it can run without cables.The downsides are there. I gave up on the onboard apps. The remote doesn’t work with any streaming service and requires you to use the Nebula app. And even then, you have to change it to “mouse mode” in order to make it work. Highly recommend connecting it to an Apple TV or hooking up a fire stick to keep the bulk down.That being said, I connected the Xbox and ran with that.Automatic keystone adjustment is hit or miss. In ideal settings I’m sure it works well. But on an RV it’s basically point it and the brightest surface in the room you’re in so it’s hard to get the keystone levels dialed in. Eventually you accept it the way it is. So, the portability makes it worth it. The tiny fan sounds like static so it can be a little annoying if it’s close to you.",4,2020-10-24 00:00:00.000
"Voodoo Daddy-O","Great little projector, and it really is about the size of a soda can","This isn't the projector you'd want for a permanent home theater, but it's perfect for watching movies in the backyard or some other fun special occasion. The image isn't really HD, and it isn't especially bright, but in a dark room, it's great; the closer it is to the screen, the brighter the image, but we watched Endgame on a 100"" screen the other night, and it was fine. It comes with a handful of streaming apps, including Amazon Prime Video and some other big ones, so you don't have to connect to a laptop or Blu-ray player to watch movies. The built-in speaker is fine -- not spectacular, but definitely good enough. And it really is about the size of a soda can, and, so far, the battery has lasted me about 4 hours per charge, which is plenty of time to watch most movies. I also like the automatic keystoning; the software automatically adjusts and squares up the image, so the top isn't bigger than the bottom. The remote is fine, it works, but some streaming apps work best if you download the Nebula app onto your phone and use it, instead. Plus, there's a thing in the bottom, so you can screw it into a tripod, which is nice. Also, I had no trouble connecting it to my home WiFi. TL;DR: A great little projector that's really all you need to have movie night.",4,
"Jess L","Small, convenient projector! Awesome for bedroom setting","We bought this with the plan to use it in our bedroom without the need to install a wall mounted platform or having cables around the bed. This small projector works perfectly the way we wanted it to be. It's small with a loud speaker, and the image quality is great on our wall (light grey in color). We are using it on a small laptop desk on our bed and we can enjoy the shows all night. We see ourselves using it at our patio or the living room as well.There were compatibility issues with Amazon Prime Videos and Peacock TV at the begin, but all were resolved very quickly after contacting the technical staff at Nebula. They were very responsive and helpful. This projector, at this moment, does not support HD viewing on Netflix though (a block from Netflix' side). So now we are watching Netflix with our regular TV, which is fine. We are very happy with our purchase!",4,2020-12-03 00:00:00.000
"Christian Lenoir","My first experience was not good but my second attempt worked well","5/22 update: I am updating to 4 stars based on the stellar customer support received after my first experience. Upon initially returning the nebula, Anker reached out asking about my experience. Long story short, I agreed to give them a second chance as it seems the nebula I had initially received was defective. Anker agreed to honor the “deal of the day” price of my initial purchase and work with me to get me a replacement before upcoming travel. I received the new nebula today and this time setup went as expected. While it is still early to say, so far I am happy with how the device is working.———I am puzzled about all the good reviews. Maybe I just got the lemon. I connected everything according to instructions from an iPhone 7+. Upon setting up wifi and bluetooth, and downloading the app, everything was sync'd fine. However, when opening the apps (youtube, amazon, netflix) I consistently got a network error message. I tried projecting from HDMI and got an error saying no hdmi signal. I tried rebooting, and recovering to no avail. Bottom line: I was never able to project anything.  This should be an easy out of the box setup experience for a new phone like an iPhone 7+. Not sure if this is an incompatibility between their Android system or what--I am very frustrated and sending back for a refund.",4,2019-05-18 00:00:00.000
"Lanie Rose Baltch","My family loves it!","First of all, this thing is small! Compared to the other projectors I’ve seen. It’s the size of a soda can. My guests would get so amaze whe they see it. How convenient! So easy to store and put away and bring along. We use it for outdoor movie night in our backyard and in my kids’ room for a tv night before bed. We just project the shows/movie on their wall while they watch it on their bed. The picture quality is great. The reason for only 4 stars is it’s not loud enough for outdoor movie night. I have a big backyard and I project the movie to our fence. So it’s not loud enough when outside in a big space. But it is loud enough indoors. But overall I’m very happy with this projector!",4,2020-12-06 00:00:00.000
"SR5K","Easy to set up, plug and play.","This is a great, little and extremely portable projector to use.  It was plug and play using my eye phone.  I didn’t have to fiddle with any settings.  I used an HDMI cable into the projector as recommended in the instruction sheet to an HDMI to iPhone connector.  Very easy.  The picture quality was very good.  The only thing to be aware of is to achieve the best picture quality you really need it to be dark.  I used the projector outside at night and had great results.  I tried again at sunset and had to wait until the sun went down and it got dark.  It doesn’t come with a remote but you can focus using the built in focus dial.  For the price, the size and its capability it an amazing little projector.  The internal speaker is very good, but keep in mind it’s not going to produce Dolby digital sound.  Given the limitation of needing to be dark it’s a great value, very to easy set up, plug and play and allowed me to entertain a group of campers with movies from my iPhone in the evening.",4,2019-08-16 00:00:00.000
"DJ Martinez","Great little projector that gives an enjoyable experience.","This little projector I bought about 2 or 3 years ago and still going strong. The brightness is good for a dark room and very dimly lit room. Personally the brightness was not to bad because I enjoy a darker ambience. Battery life is about 3-5 hours for me depending on the lighting mode you choose. There are three modes. Auto, Bright and Balanced. Bright is great for brighter lit rooms and balance will definitely extend your battery life. Only con for me is the remote being Infrared and the sensor being on the back of the Capsule. A bluetooth air-mouse or touchpad remote would have been a lot more useful removing the restrictions of the IR. The workaround which definitely resolves the issue it the Nebula app that allows you to use your phone as a remote. This is the saving grace for me to navigate the interface.",4,2020-06-05 00:00:00.000
"Talyssa","Very portable and easy to use","This product is very portable and easy to use. The remote control leaves a lot to be desired but at least it works. When mine arrived the remote was cracked and didn't work. Thankfully, Evans from customer support was about to get me a replacement as well as getting me the code so that I could install Google Play. Google play makes all the difference with this projector, it is an absolutely must! I do wish it had an auto focus option.::edit:: the remote is terrible and makes navigating this device almost impossible if you dont have the phone app.... which shouldn't be the case. The remote that comes with it should be able to work with the device",4,2020-11-01 00:00:00.000
"Josh","Great projector for inside use, not so great outside.","If you’re going to use this model in a dark room inside your house this is a great item. The sound is surprisingly great for 1 single speaker. However if you’re thinking of bringing it outside (even with the use of a screen) it is going to be very hard to see the picture. That is unless you live out in the boonies. I live about an hour away from any major metropolitan area/airport and it isn’t dark enough but maybe it is pitch black outside where you live it may work. Also it is not HD if you care but has a good pic quality when you focus it manually. If you have YouTube, Netflix etc you can stream direct.",4,2020-06-14 00:00:00.000
"Amy C","For an Anker product, I feel it lacks its' usual user friendliness and high performance.","I haven't had a chance to try out all it's extras but I like it so far (not in love with it though). I downloaded the phone app to use a mouse and controller but the bluetooth connection is very spotty. When it works, it's pretty handy vs the controller it comes with. The picture is a bit blurry even with the ability to adjust the clarity. I've only tried it on walls and doors not a projector screen. I do like Anker products so I am kinda disappointed with this products lack of user friendly controls and high performance but I will have to play with it a bit more to find all the little goodies it might hold. Also, I might be rating it a bit higher because I was able to buy this for a bit cheaper than it's current listed price. I brought this to try & replace a TV but I might still buy a TV in the end. Oh wells! If I find something else to report, I will update the review. Overall, I'm 50-50 about recommending it. I did read several other reviews saying there are better comparable products but being an Anker fan and for it's portability (battery life), I went with this one.",4,2018-06-13 00:00:00.000
"Amazon Customer","Great lil' product with some room to improve","Pros: Aesthetics are sexy; surprisingly great sound quality (can also be used as a bluetooth speak for music); picture quality is goodCons: Could be brighter, picture quality doesn't seem quite 720p despite claim. Remote controls are always clunky for digital navigation.Overall: I like this product a lot. I find certain light, despite being the same 'brightness', makes it more difficult to see. Particularly if the scenes are already dark, it can get washed out. The darker the room, the better. Also, despite having the projector on a flat surface, there seems to be a slight tilt to the picture. Not sure if that's a device issue or not but I noted it on a couple different surfaces. But I knew what the limits were and it's an impressive little device!",4,2021-03-15 00:00:00.000
"Theodore B. Royster","Nice, portable display/projection unit with excellent quality","very good picture quality, although not 4K/HD.  I think the difference is negligible.  Brightness is a relative term.  ""How dark is your operating environment"" is the key factor.  The darker, the better.  Night time or low ambient lighting - great.  Remote control via your phone is far superior to the handheld remote supplied with the unit.  The unit is portable, light weight and easy to set up.  I often forget that I have it in my backpack.  Good investment for the price",4,2019-05-03 00:00:00.000
"Gamercat287","Good for a couple!","I really wanted something compact, and easy to use for camping. The picture is clear and it's easy to stream off of it.* Phone mirror using app* USB for files* HDMI for DVD players.It's a solid buy and I recommend this for someone looking for a casual small group projector. This is best for solo use or with a small group of friends. As a teacher, I wouldn't recommend this for a larger size group as the picture wont be big enough and the audio isnt loud enough.The remote feels sturdy and feels like most amazon stick remotes. My issue is it only works for select things on the projector. Sometimes you are forced to use the mouse pad function on it, which is a pain.",4,2021-08-04 00:00:00.000
"K. Oliver","Gifted This. Seemed to be a good product from the reviews.","I first got this in an open box, clearly someone had gotten and opened this projector and then returned it before me. I will say I exchanged it for a brand new one an it came quickly. But if I am going to spend this kind of money, I shouldn't have had to deal with this in the first place.I purchased this for a gift for someone. They were very ecstatic for the gift. They said it was a perfect present.I would buy this again.",4,
"NerdNostalgic","You get what you pay for.","You get a small projector that produces a big screen. You loose a long battery life, maybe 2.5 hours max.  Big picture that projects to any screen or wall, I don’t use a screen, still works fine.  The remote is light weight, non-responsive from a distance, seems cheap...but so is the projector.  This is great for people who want a projector in their life but are not looking to put the money into getting the best of the best.  Good solid machine here. Get it on sale, pay less then 300 and you come away a winner.",4,2021-01-06 00:00:00.000
"T. TRUJ","awesome mini projector for home","This is a good pic and decent sound projector for the size, I work a lot with projectors for work and hoped this would stand up to my current one I have that is bigger and heavier.. it does not. You must be in a dark room as the brightness is not adjustable, it is very portable and easy to connect once you find the sweet spot for the remote to work. The app is super helpful for the controlling of the functions for the Nebula and it does connect to wifi and has many apps avail to watch shows and play games.was torn on sending back but decided to keep it for personal use when a hotel room TV is just to small to watch movies on.",4,2019-06-02 00:00:00.000
"BELLA","Good customer service!!! Very helpful!!!","I have re- wrote this review, it has now been a couple of months since i bought it, and after the best customer  service rep, they won me over, and i did not return it, also my husband seems to love how easy it is to use,in  day time the colors are faded but if you have the right curtains or a dark room, and do not exceed the screening size it will give you good color and brightness, it is very handy, volume is good, only reason i gave it 4 stars is because of app and because battery has 4 hr life, size is amazingly small, cool tech toy, kids love it,",4,
"Kristina","Much better as soon as you can install apps from Play","Updated:The situation changes dramatically as soon as get update to the beta version of firmware and now can install near-arbitrary app from Google Play. Such as VLC Player or Google Keyboard.Previously:Being 'portable' doesn't make it _mobile_, you can't project from a phone (latest Android), neither Bluetooth nor Chromecast, until your phone supports Miracast (mine doesn't). You can't login to YouTube to watch paid movies. Installing language other than English is prohibitively complex. But the worse it doesn't support modern video formats from USB, neither HDrip no BDrip. Nor you can choose sound channel, if file contains multiple.",4,2019-02-16 00:00:00.000
"SimonB","Great for what it is","You gotta appreciate what you're working with here, the size of it is literally the size of a coke can and in that you're squeezing so much, so yeah, it's not the brightest projector and will need a fairly dark room to pick up on nuances of the image, but that's fine, it does surprisingly well in average lighting, better than expected.Also, if you think of a Bluetooth speaker half the size of a coke can, yeah, it's not going to be as loud or basey but the tinny edge isn't too bad. One thing I would've liked would be the newer bluetooth specification as although this device supports linking a bluetooth speaker or headphones with better audio quality, the audio is delayed (newer bluetooth spec. accounts for this, I have it on my PC). There's also no (obvious anyway) way to delay the audio in say Youtube or Netflix so it makes the bluetooth audio pretty pointless.I used to have a no-name cheap chinese pocket projector (about the size of two phones atop each other) and this is brighter, better battery and has a speaker (the other does not) however the other had a 1.3mm audio out which is useful (especially as the bluetooth audio here isn't) and it also had a microsd card slot, which again is handy to load content and works around the limitations of the onboard memory (which is only 8GB to start with and most of that is taken by the OS and apps).Having an android OS onboard though is great and something the cheap chinese model didn't have, it just makes things so much easier having it native to the device, rather than trying to mirror netflix from my phone.All in, it's definitely been worth the upgrade from the previous model, but does have a couple of niggles I hope they work out in either an update (bluetooth spec) or future revision (ports).You can see on the image about an 100"" screen on my studio flat's wall, filling the room from the desk across it when I was in the midst of moving out, the TV and most fittings gone the day before, this was a good cover until I followed them! (or when I'm travelling with work)",4,2019-01-29 00:00:00.000
"NPR","So far it's meeting expectations","Just got this and overall it matches the reviews and online comments elsewhere. The daytime brightness is impressive, or my expectation was low. It seems operating on Android system. You won't need iphone if you want to watch Youtube or Amazon (if you trust your pw with them).Iphone mirroring works, though the image is limited to a portrait view, rather than landscape. Battery seems just ok. Watching 80 minutes of Youtube seems to consume 40%.The 4-star is due to the high price.",4,
"Kindle Customer","Looks much better than one would expect","Love the build quality, size, and display brightness.What I didn't like was the IR remote control. I've come to expect RF remotes. My original Amazon Echo remote, from the original amazon beta is only on its 3rd set of batteries, and that one even transmits voice wirelessly.So, yeah. I didn't see that called out explicitly, and it was a deal-breaker for me.I have a friend who travels even more than I do, and he *loves* it. So if you don't mind an IR remote, give it a shot!",4,2019-02-09 00:00:00.000
"Kindle Customer","Easy to use! Good video quality and decent volume.","This projector has good quality video, I wish I was able to focus a little better at larger sizes, but otherwise it is good quality for the price. Likewise, the volume and sound quality for the price is good, but I usually use my Bluetooth Bose headphones or JBL portable Bluetooth speaker to get better sound quality. I really LOVE that I can continue watching videos while charging the projector, this means I have the option to watch 24/7 as long as I have it plugged into a power source. I was bit worried about navigating with the device menu when I first purchased this Nebula Capsule, but it has been SO easy and the app you can download on your phone makes it so you don't even have to keep track of a remote!",4,2021-07-26 00:00:00.000
"Johnny A.","Awesome device for the money","Hardware: solid Anker quality (I also have wall charger, portable speaker, battery pack from Anker and they've all been quality products).  The only thing I wish it had was autofocus, but its not a huge deal.  I love gadgets, game on full-size projectors, and really appreciate the thought that went into this projector.Remote: There is a learning curve, but give it some time to learn where the main buttons are and it's easy to operate.  There's also the phone app, and you can get some more features.. the remote is usually just fineSoftware - overall: It is a trimmed down Android OS, but for most users it'll do everything you need.  You can get access to the full Play store fairly easily.Software - specifics:-RetroArch: This will run fine with a paired controller, only tested 2600 and some NES so far-Steam link: Some issues with the app, looks like resolution and clipping.. not officially supported so it would just be a bonus if this was usable one day-RCN2go: I'll know by the end of the week if this worksThis thing is great for camping, spontaneous movie night, gaming, etc etc etc :)UPDATE: the best way to stream video to this is by having a network drive (or USB drive connected to router).  For a portable option, the SanDisk Connect devices (inexpensive USB drives with WiFi & battery built-in) work easily with the Nebula",4,2018-10-14 00:00:00.000
"Nate D.","Nice Product","I like it, and that's for sure, but the inability to stream directly to it, difficulty getting Prime and Hulu set up and the battery life leave it with some left to be desired...",4,2020-11-09 00:00:00.000
"Joe","Item worked fine out of the box","Item has some pros and cons, first for the pros, I like the size and compact size that you can bring anywhere with ease. The item has a good battery life, watch 4 episodes of the flash before the battery drop to 15% which is still very good. The brightness is ok, not the best but if you are watching with a lamp or you have any light source turned on, the picture gets washout. For the con, so far if your watching a dark scene movie or show, it's very hard to see the characters/actors .",4,2019-12-19 00:00:00.000
"Michael","Great performance from a little projector","Was looking for a good option to use for quarantine family movie nights and this little projector has been great for the most part.  While the picture is not true HD or 4K, it’s very clear, even when it’s projected at 75 - 80” on a smooth surface (once it’s good and dark outside). We have used both a Blu-ray player and an Apple TV via the HDMI connection and both look very good. The built in apps (Netflix and Prime, for example) work well generally, but we’ve occasionally had some lag and buffering. Although I don’t use the remote or the Nebula iOS app too often, I think they could both be improved. The remote could really use a backlight for the buttons - tough to navigate in the dark. We typically set the Nebula up on top of a tripod and show it on a portable screen. The volume and sound quality from the Nebula’s speaker are more than sufficient. Overall, it’s a great option.",4,2020-08-10 00:00:00.000
"Spitale","Awesome Projector when it worked properly","Update - Feb 18 2019Bumping up the rating to 4/4.5 based on the very helpful and proactive Customer Support team they have. I was very happy to hear from them based on my earlier feedback. They offered to provide a replacement, which was not feasible as I have moved out of US. But was pleasantly surprised by the level of customer service and support by Anker.Will definitely recommend Anker products for quality and customer support.------------------------------------------------------------------------------------------------------------------------The projector is pretty awesome, works well for a portable device and has been an excellent addition to home and part entertainment. Picture and sound quality is pretty good for a Pico Projector. Very easy to set up. Have enjoyed plenty of games and movies on it till very recently when I started facing battery issues.I would have given it 4+ stars except that the device would not charge at all. The in-built battery does charge and needs to be connected to a power source for it to work. Tried using with a power bank, but it shuts down after 2 minutes.Pretty frustrating that its lost its portability and requires a power source for it to work.",4,2019-01-27 00:00:00.000
"Kendrick Gay","GA release doesn’t support YouTube TV","Okay for what it is. A pocket-sized projector. But don’t expect miracles. The corner of the image blurs, you have to use the remote to control it, and while some apps are available in the store, they don’t all work. Like YouTube TV. If you just need something to show kids shows for travel, this might be a good option.Edit: Since submitting this, Anker support reached out to me and provided me access to a beta test of GSM and a public APK if YouTube TV that worked. The beta isn’t quite projector-friendly yet, but it’s functional. Support has been very responsive and helpful. Definitely turned my experience around.",4,2019-11-28 00:00:00.000
"Billoreiley","Packs quite a punch for such a tiny device","Great, portable projector, built-in wireless connection to stream Netflix, amazon, etc. Excellent picture quality, indistinguishable from my much larger standard digital projector, which is amazing for a device the size of a soda can. Sound quality is good but not great, but can be augmented by a Bluetooth-enabled sound system (I have not yet tried this). Screen mirroring enables viewing content from other devices, but please note that streaming services like Netflix or Amazon Prime will not work with screen mirroring, even when using an HDMI cable. downloaded movies or CD’s, however, can be viewed either by screen mirroring or directly using the HDMI connector. Overall, a great buy!",4,2018-12-30 00:00:00.000
"Brandon P.","Awesome little toy!","Great little gadget to have. I was really surprised how well this little unit does. The portability is fantastic, picture is really decent, sound is great for what it is. My only suggestion for manufacturers is this.  You take so much pride in the speaker and sound of this little unit as you should, however you have hobbled the capabilities by not having the capability of an audio out option for your customers. It's great that it has it's own sound and that is a selling point, but what if I want to run it through a sound bar or more capable sound machine when I'm not out and about. You are so proud of the sound that this puts out that you felt that you had to force it on consumers instead of giving more options and functionality. For that, it only gets 4 stars, otherwise I feel it is a gem for the money.",4,2018-07-22 00:00:00.000
"jb2001","Great for a budget projector","First and foremost, I like this product a lot for what it is: a portable budget projector that happens to run Android. But it’s not without its flaws, mainly being that the remote doesn’t work (despite following all the instructions in the manual and on their support forum) and to unlock its full potential you need to join their beta program for google services.Those two items aside, the projector is quite bright for its size and does well in a moderately dark room. The sound from the onboard speaker is what you would expect from a mobile device, so if you want better quality, you should pair it with speakers.Does this replace a full sized projector? No. But it’s great to have if you’re projecting against a wall in your home for like a movie night or some streaming.",4,2019-04-24 00:00:00.000
"Amazon Customer","Great portable speaker with all the bells and whistles.","This is a great little projector to take into many situations.  We got this mainly to replace a micro projector we were using in the kid's treehouse to watch movies.  We also use it as an additional to in the house if we need one, and we take it to share videos as part of the Sunday School class we teach.  The larger you project, the darker the room needs to be, but I think anything under about 50 inches does pretty well in a half-lit room.It's well built and the embedded Android system makes it extremely useable, but I highly recommend contacting Anker and getting the beta firmware with Google Store.  Otherwise the apps will be limited.  I couldn't sign into Vudu or Movies Anywhere until I upgraded to the beta firmware.  Now, every platform works great, and I am able to download several movies to the projector so I can watch them offline.This would be great for camping, small business meetings and everything in between.The focus wheel isn't as precise as I would like it to be, but because you can move the projector, you still get the sharpest picture possible.I really like the speaker, it's plenty loud for a good sized room.  And I also like it's completely self contained quality.  It comes with a pouch, but I bought an inexpensive case that has a slot for the charger and remote.  It's still small and compact.",4,
"B. Johnston","Great budget projector for watching tv and movies","Works great for apps like Netflix and Hulu, app is very clumsy to use with YouTube, doesn’t work with Peacock and other smaller services yet The picture is great, so is sound quality. We made a “base” by cutting a slot in a toothpaste box to stabilize it when lying on its side so we can project the image on the ceiling.",4,2020-12-04 00:00:00.000
"Jade","Nice for the price","If you're looking for tv or movie quality image I'm not sure this your device.  The image is definitely better in a dark or in low light room.  Even so on a white wall with an overhead light on the picture isn't that bad.  I like it because it's portable.  I can use it in the bedroom or my craft room or my office.  Sound is way better than I expected.",4,2020-09-16 00:00:00.000
"MelissaB N NYC","Not a bad projector hopefully they fix the issues","The controls are a bit janky and hard to get use to. It can cast and I’ve gotten it to work for YouTube. But apps are pretty limited. I still like it for a mobile movie and tv system. And plugging my phone in is pretty simple or a laptop. But why they block casting Netflix and other apps is beyond me. If I can cast to my tv I should be able to legally cast to this or mirror.",4,
"Brooke","Great image in small package","The picture quality and brightness are great for such a small projector. The software is minimal so I have chosen to use an HDMI connection and it works as expected. We had trouble with the remote that was sent with the capsule, but customer service immediately shipped us a new remote and it worked perfectly.",4,2021-05-07 00:00:00.000
"Donald Allison","Imperfect but awesome","I love this little device! It's not perfect, but I think Nebula made the right set of tradeoffs to enable a self-contained, easily portable, and enjoyable entertainment experience.The picture is sharper and brighter than I was expecting, but my standards may be more relaxed than those of others. Is it as bright and sharp as a modern HDTV? Of course not. Will it hurt your eyes or detract from the content you are viewing? Not at all in my experience.The sound is solid - loud and good enough in quality. I'm not bowled over by it, but - again - it serves its purpose nicely.The software is okay out of the box, and made much better if you qualify to beta test a version with Google Play Services (which allows you to install apps from the Google Play Store and sign in with your Google account to, e.g., YouTube). If you buy this, I highly recommend contacting Nebula Support and asking to be a beta tester.The remote is nice but more or less useless, since apps like Netflix require the Capsule Control app, and because you have to be behind the projector for the remote to work. Thankfully, the Capsule Control app works great, and I'm thinking about repurposing an old Android phone as a dedicated remote. Navigation can be somewhat fiddly in mouse mode, but nothing unusable.It would be nice if Anker added a retractable lens cover. They do provide a bag, but it would be nice to just throw the device in an overnight bag as-is; I wouldn't do this without a lens cover though.I haven't run it down to zero, but battery life seems roughly in line with expectations. 1-2 hours of viewing has run it down to somewhere in the 60-70% range.I have not tested it with HDMI or USB content yet, only with the built-in software.Overall, I think Nebula succeeded in what they were trying to do here. There are some rough edges (software, lens cover), but none of them make me question the purchase. It does not replace a home theater setup, but, if you are buying this with the right use case in mind (portable, self-contained entertainment), you will not be disappointed!",4,2018-09-07 00:00:00.000
"Moe","Good for the price. Great support.","*Disclosure*Anker asked me to write a review after an exchange with customer support.*Disclosure*I bought the Nebula Capsule as a gift for my dad. He occasionally gives presentations in different offices and community centers and this looked like an easy way to have a consistent and reliable way to put up visual aids. The projector is surprisingly small and well built. It can be a little hard to find the best focus at first with the necessarily tiny dial, but it's pretty easy once you're used to it. The resolution is pretty good for a pico projector at this price and colors are good too. The one knock on image quality is how easily overpowered the image can be under certain lights and on certain backgrounds, but when you're working with such a small form factor it's expected.As for software, I was disappointed to see that there wasn't out of the box support for the Google Play store. The included app store has a poor selection of business and utility apps so if you're hoping to project Google Slides or PowerPoints without using the full size HDMI port, be prepared to do some creative problem solving for now. I contacted Anker support about this and they did state it's a work in progress and offered the $30 carrying case as a way to make up for it not meeting that specific need and they were very kind about it. They even answered outside of the operating hours their auto-reply mentioned and didn't make things difficult. If it wasn't for their great support I would have given the Capsule 3/5 but with the promise of continued updates and very helpful support, I'm hoping it'll soon deserve a 5.",4,
